claim_id,claim,positive_label,baseline_label,positive_output,baseline_output,positive_evidence_count,baseline_evidence_count,gold_label,agreement,positive_correct,baseline_correct,improvement,degradation
166,49 percent of Nigerians are in extreme poverty.,Conflicting Evidence/Cherrypicking,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show a wide range of numbers for the amount of people in poverty in Nigeria, with the highest being 102.4 million and the lowest being 82.9 million. 

verdict: 'Conflicting Evidence/Cherrypicking'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the number of people in poverty is higher than 49% so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
167,"During the Obama/Biden administration, 18,000 people got clemency.",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the president did grant clemency to 18,000 people so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the president did grant clemency to 18,000 people so the claim is supported.

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
168,People in the UK who are required to self-isolate due to having tested positive for the COVID-19 virus will receive a support payment of £500 per week,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the payment is £500 so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the payment is £500 so the claim is supported.

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
169,A Congressman Just Introduced A Bill To Remove Nancy Pelosi From The House.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The bill was not passed and was not supported by the speaker of the house.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that there was a bill introduced to remove Nancy Pelosi from the House so the claim is supported.

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
170,U.S. President Donald Trump has departed Walter Reed hospital just a few days after testing positive for COVID-19.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the president did not leave the hospital for a few days after testing positive for covid so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the president did not leave the hospital until a few days after testing positive for covid so the claim is refuted.

verdict: 'Refuted'",10,10,Supported,True,False,False,False,False
171,All students in India who had to switch to an online mode of education due to the coronavirus pandemic are being provided free Android smartphones by the government.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the claim is not true and the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the government is not providing free smartphones to all students so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
172,Oxygen deprivation is caused by wearing face masks.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that wearing a face mask does not cause oxygen deprivation so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that wearing a face mask does not cause oxygen deprivation so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
173,Carbon dioxide intoxication is caused by wearing face masks.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that there is no evidence that wearing a face mask will cause carbon dioxide intoxication so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that wearing a face mask does not cause carbon dioxide intoxication so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
174,"Wearing face masks leads to permanent neurological damage, especially in children.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that there is no evidence that wearing a face mask can cause permanent neurological damage so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that there is no evidence that wearing a face mask will cause permanent neurological damage so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
175,“Wisconsin Republicans have not passed a single bill in 6 months.”,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that there were bills passed so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that there were bills passed by the Wisconsin Republicans in the last 6 months so the claim is refuted.

verdict: 'Refuted'",10,10,Supported,True,False,False,False,False
176,Tax avoidance costs £90 billion per year.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the cost is a lot less than £90 billion so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the cost is a lot less than £90 billion so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
177,President Trump is not on supplemental oxygen.,Not Enough Evidence,Conflicting Evidence/Cherrypicking,Conley said the president had been able to walk around his residence and had not experienced shortness of breath. The president’s medical team said the president would spend the next few days at the White House recovering from the virus.,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that the president was not on oxygen at the time of the claim but had been earlier.

verdict: 'Conflicting Evidence/Cherrypicking'",10,10,Refuted,False,False,False,False,False
178,The PLAAF has shot down an Indian Sukhoi Su-30 fighter jet in Tibet.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the Chinese air force did not shoot down a Sukhoi Su-30 fighter jet in Tibet.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that there is no evidence that the PLAAF has shot down an Indian Sukhoi Su-30 fighter jet in Tibet. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
179,Senate President Vicente Sotto III claimed that hardheaded Filipinos are to blame for the cases of coronavirus disease 2019 (COVID-19) in the country,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the senator did not blame Filipinos for the COVID-19 cases so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the claim is not correct and that there are other reasons for the increase in covid cases in the Philippines.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
180,"Dr. Ebeneezer, a medical doctor and a herbal practitioner at the Amuzu Hospital has instructed men to have sex at least 21 times a month to avoid prostate cancer.",Not Enough Evidence,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim is supported by the QA pairs, however the claim is quite old and the QA pairs are quite old too. Therefore, the claim is not enough evidence.

verdict: 'Not Enough Evidence'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that having sex 21 times a month is not good for prostate cancer so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
181,The ex-Prime Minister of India Lal Bahadur Shastri took a loan to buy a car.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the ex-Prime Minister of India Lal Bahadur Shastri did take a loan to buy a car.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the ex-Prime Minister of India did take a loan to buy a car so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
